classification,postal_code,street_number,street_name,street_type
Residential,B4A 3K6,9,KENNEDY,CRT
Residential,B0J 2L0,211,WEST PETPESWICK,RD
Residential,B3T 1W1,3021,PROSPECT,RD
Residential,B2W 1X2,6,JOHN CROSS,DR
Residential,B3T 2B3,1666,PROSPECT BAY,RD
Residential,B3E 1K1,44,CHEVIOT,HILL
Residential,B3P 2P3,5,MCNAB,DR
Residential,B2W 4M5,1,BROMPTON,RD
Residential,B0J 1N0,749,BELLEFONTAINE,RD
Residential,B3G 0A6,12,SWEETBRIAR,GATE
Residential,B3N 1C3,12,MAPLEWOOD,DR
Residential,B3V 1T2,45,JEBEL,LANE
Residential,B3A 1Z4,5,SLAYTER,ST
Residential,B2W 3S7,7,LUANN,DR
Residential,B3L 2Y9,2581,POPLAR,ST
Residential,B4C 2K8,42,SEAWOOD,AVE
Residential,B3H 1C9,5821,GRANT,ST
Residential,B3Z 1K8,292,YANKEETOWN,RD
Residential,B2V 2P9,22,MAPLEWOOD,DR
Residential,B3K 1M4,6155,WILLOW,ST
Residential,B2W 4A8,40,FARQUHARSON,ST
Residential,B2X 3S3,2,TERREBONNE,CRT
Residential,B2V 1N8,36,ARMBRO,LANE
Residential,B3L 4B2,3164,MAYFIELD,AVE
Residential,B2Z 1A7,10,ALEX,LANE
Residential,B2W 4E8,74,DALKEITH,DR
Residential,B4A 3L9,22,PARKVALE,CRES
Residential,B3Z 1B6,8,KENLEY,RD
Residential,B2W 3J5,9,ELWIN,CRES
Residential,B4E 0B3,40,SAXBURY,LANE
Residential,B2W 6R2,194,BROOM,RD
Residential,B3A 2A9,99,SLAYTER,ST
Residential,B4B 0C3,12,YEZEN,CRT
Residential,B3M 4A6,67,FARNHAM GATE,RD
Residential,B4E 3B2,39,ELCONA,AVE
Residential,B4B 1K1,39,BRENDA,DR
Residential,B3K 1H1,5693,WOODILL,ST
Residential,B3N 2A4,24,SPRINGVALE,AVE
Residential,B3N 1Z9,45,ARLINGTON,AVE
Residential,B3A 3G2,15,HOWE,ST
Residential,B3N 1X1,21,QUARRY,RD
Residential,B2V 2V9,214,SOUTHAMPTON,DR
Residential,B0J 2R0,183,BARKHOUSE SETTLEMENT,RD
Residential,B3T 1Y2,12,HUNTERS HILL,LANE
Residential,B3L 3C4,2409,NEWTON,AVE
Residential,B2W 1H5,20,LILAC,ST
Residential,B3T 1H6,14,CIDER MAPLE,DR
Residential,B2W 6R2,150,BROOM,RD
Residential,B3M 1E1,160,EVANS,AVE
Residential,B3S 1E2,11,GLENBOURNE,CRT
Residential,B4C 4E3,31,LAURA LEE,LANE
Residential,B0J 1Y0,577,LITTLE HARBOUR,RD
Residential,B3A 2R7,10,DAHLIA,ST
Residential,B4C 3Y3,51,RYANS RIDGE,CRT
Residential,B4A 0C5,38,WORTHINGTON,PL
Residential,B2T 1N1,59,CONFEDERATION,AVE
Residential,B2Z 1T9,56,LILLIAN,DR
Residential,B3T 1R6,41,FOREST GLADE,DR
Residential,B3A 4A1,56,LAHEY,RD
Residential,B4C 2Y1,46,KIPLING,DR
Residential,B3Z 1G7,190,BUCKINGHAM,DR
Residential,B4E 3M4,23,FELLER,CRT
Residential,B2X 3E8,2,FIRST,ST
Residential,B3R 1T9,7,RIVER,RD
Residential,B2V 2V2,36,LAKERIDGE,CRES
Residential,B2W 1J1,5,HERBERT,ST
Residential,B2X 2T7,17,DELMAC,CRT
Residential,B3P 0H2,18,BRADBURY,LANE
Residential,B3G 1G2,1710,SHORE,RD
Residential,B3K 4B2,2025,NORTH PARK,ST
Residential,B0N 2M0,4,DEANS,WALK
Residential,B4C 3P6,300,HALLMARK,AVE
Residential,B4B 1L2,223,KINGSWOOD,DR
Residential,B4B 1V6,760,WHITE HILLS,RUN
Residential,B2W 4L5,136,SIRIUS,CRES
Residential,B2T 1V6,405,HIGH,RD
Residential,B3T 1P4,1051,PROSPECT,RD
Residential,B4A 3L2,2,RAVEN,HILL
Residential,B3N 2Z2,66,DOWNS,AVE
Residential,B3M 4S9,155,ROXBURY,CRES
Residential,B3A 1A1,10,SHORE,RD
Residential,B4C 1V5,21,BEAUMONT,DR
Residential,B4C 1K8,55,TILLOCK,DR
Residential,B3G 1N1,16,KALEIGH,DR
Residential,B2W 2P9,8,LANDRACE,CRES
Residential,B3E 1G2,279,MYRA,RD
Residential,B3Z 1G6,33,ALLENBY,DR
Residential,B3N 2T9,24,BIRCH,ST
Residential,B3M 1C8,139,EVANS,AVE
Residential,B3T 1S9,2344,PROSPECT,RD
Residential,B3M 1A3,52,MAIN,AVE
Residential,B2R 1J5,9,GOLD,LANE
Residential,B4G 1C6,89,JAMIE,DR
Residential,B2R 1X3,150,WILLOWHILL,RG
Residential,B3V 1K5,101,EAST SIDE,RD
Residential,B4G 1B7,20,GALLOWAY,DR
Residential,B2Z 1R9,3070,LAWRENCETOWN,RD
Residential,B4G 1B8,31,SIDHU,DR
Residential,B2Y 1X8,8,CURLEY,DR
Residential,B3L 2H1,7081,FIELDING,AVE
Residential,B3H 3M7,1540,VERNON,ST
Residential,B3G 1M5,119,HOWARD,AVE
Residential,B4E 3B5,137,LAKEVIEW,AVE
Residential,B4A 2H5,13,WARDOUR,ST
Residential,B2W 4X3,85,TARANAKI,DR
Residential,B0J 2K0,176,SHIERS,RD
Residential,B2T 1B6,21,KELLY,RD
Residential,B2X 2V3,3,DUBONNET,DR
Residential,B2T 1E7,127,CONCORD,AVE
Residential,B4A 2B6,67,UNION,ST
Residential,B3Z 1B5,38,CAMBREN,DR
Residential,B0J 2L0,298,EAST PETPESWICK,RD
Residential,B2W 4X7,66,TARANAKI,DR
Residential,B3K 3T9,2358,MAYNARD,ST
Residential,B3Z 2B4,10,SCHOONER COVE,RD
Residential,B3A 3S4,6,EDENBANK,TERR
Residential,B3K 4B1,5570,NORTH RIDGE,RD
Residential,B3T 1H7,48,NORWAY MAPLE,DR
Residential,B0J 1N0,62,BROOK POINT,RD
Residential,B3A 0B6,43,VIRIDIAN,DR
Residential,B4E 3M6,120,SAWMILL,CRES
Residential,B3A 4X7,33,LANCASTER,DR
Residential,B2W 3G8,9,CROSS,RD
Residential,B3T 1G3,10,RED MAPLE,DR
Residential,B3G 1M1,69,JUNIPER,CRES
Residential,B2T 1A3,22,PATRIQUIN,LANE
Residential,B4B 1X2,96,LAKE MIST,DR
Residential,B2W 2N3,894,PORTLAND,ST
Residential,B0J 2K0,714,MOSER RIVER NORTH,RD
Residential,B4E 2H8,10,CHURCHILL DOWNS,CIR
Residential,B4A 3M4,80,RIDGEVALE,DR
Residential,B3T 1Y8,2081,LOWER PROSPECT,RD
Residential,B4B 0E5,237,CARNOUSTIE,DR
Residential,B3H 1P2,6200,OAKLAND,RD
Residential,B4C 4B8,26,KAROLINE,DR
Residential,B3T 1Z3,3600,PROSPECT,RD
Residential,B2Z 1R4,17,COLONY,WAY
Residential,B4C 2K2,519,OLD SACKVILLE,RD
Residential,B3P 2S1,50,ABRAMS,WAY
Residential,B0N 2M0,520,LEMMON HILL,RD
Residential,B2W 2P9,60,LANDRACE,CRES
Residential,B2Y 1M5,143,PRINCE ALBERT,RD
Residential,B2Z 1R6,3211,LAWRENCETOWN,RD
Residential,B3P 0C6,65,LIER,RG
Residential,B3N 1A2,30,MOUNTAIN,RD
Residential,B2Y 1W8,5,FAIRFIELD,AVE
Residential,B2V 2V9,185,SOUTHAMPTON,DR
Residential,B3G 1M6,1461,MAIN,RD
Residential,B3H 2K5,6306,YORK,ST
Residential,B2W 2P8,27,LANDRACE,CRES
Residential,B2T 1X1,150,PREAKNESS,CRES
Residential,B2W 4J7,39,JOHN STEWART,DR
Residential,B4B 1W3,370,NORMAN,BLVD
Residential,B4A 2N2,22,NORTH,ST
Residential,B3Z 0L2,19,WINDBREAK,RUN
Residential,B2Y 3K6,67,PENHORN,DR
Residential,B0J 1W0,1192,EAST JEDDORE,RD
Residential,B4A 3X2,31,ANAHID,CRT
Residential,B2V 2M8,31,STRATFORD,DR
Residential,B2R 1B6,109,ROLLING HILLS,DR
Residential,B3L 1G6,6214,ALLAN,ST
Residential,B2T 0K6,459,CELEBRATION,DR
Residential,B2V 1H2,18,AVONDALE,RD
Residential,B2Y 2G9,5,RODNEY,TERR
Residential,B2W 2B2,22,CRIMP,CRT
Residential,B3Z 4N2,51,CARISSA,LANE
Residential,B3K 4S6,3564,ROBIE,ST
Residential,B3V 1C1,11,FRANCIE,DR
Residential,B2T 1J1,9,MCPHERSON,RD
Residential,B3Z 0M8,57,RANCHWOOD,LANE
Residential,B0J 3B0,91,PASSAGE,RD
Residential,B2W 1W6,20,BROOKHOUSE,RD
Residential,B4A 4E5,47,AHMADI,CRES
Residential,B3A 2G7,2,LAURIER,ST
Residential,B3G 1J9,10,CLEARY,DR
Residential,B3L 1Y6,6555,LIVERPOOL,ST
Residential,B2Y 1P3,2,ERSKINE,ST
Residential,B2X 2B5,99,BRAEMAR,DR
Residential,B3Z 4B8,536,BIRCH BEAR,RUN
Residential,B3M 2P5,8,DAWN,ST
Residential,B4E 3B8,726,LAKEVIEW,AVE
Residential,B0J 1N0,576,THREE FATHOM HARBOUR,RD
Residential,B3H 2P4,6358,PEPPERELL,ST
Residential,B4A 1S7,8,LINCOLN,DR
Residential,B3V 1J8,558,KETCH HARBOUR,RD
Residential,B2X 1W1,18,FIRST,ST
Residential,B2W 2K3,10,ELM,ST
Residential,B0J 2L0,23,DRAKE,CRES
Residential,B3M 4B1,3,ROSS,ST
Residential,B4E 1H7,42,IRENE,AVE
Residential,B4A 2C6,880,SHORE,DR
Residential,B3T 2L6,55,NORTH GREEN,RD
Residential,B2Z 1L8,29,SCHOONER,DR
Residential,B2V 2A9,46,AUTUMN,PL
Residential,B3S 1E7,23,LANCASTER,DR
Residential,B3G 1G6,11,AINSLIE,CRES
Residential,B0J 2J0,120,ISLAND,DR
Residential,B2W 6R7,56,SURREY,WAY
Residential,B3T 2G4,18,LOPPIE,CL
Residential,B3K 1M2,6114,WILLOW,ST
Residential,B2Z 1B4,72,ROSS,RD
Residential,B2W 3S4,11,GREENWOOD,DR
Residential,B3A 2R4,8,BROOKDALE,CRES
Residential,B2X 1E9,31,MOUNTAIN,AVE
Residential,B2T 0B8,377,ABILENE,AVE
Residential,B2W 6S1,319,BELLBROOK,CRES
Residential,B2V 2V8,307,SOUTHAMPTON,DR
Residential,B3Z 4L5,142,MALLARD,DR
Residential,B3J 2H3,1221,QUEEN,ST
Residential,B3T 1B9,19,ELM GROVE,AVE
Residential,B3L 2J8,6898,COOK,AVE
Residential,B3H 3R6,1860,GARDEN,ST
Residential,B3L 1A3,6216,QUINPOOL,RD
Residential,B0J 3B0,143,GRANTS COVE,RD
Residential,B3S 1E2,52,GLENBOURNE,CRT
Residential,B3H 3L2,1038,GREENWOOD,AVE
Residential,B2W 2X4,19,BELLE VISTA,DR
Residential,B2W 2S6,103,WOODLAWN,RD
Residential,B2W 6C8,71,LAKEHILL,DR
Residential,B0J 1P0,80,BAKER,RD
Residential,B0N 1X0,724,GLENMORE,RD
Residential,B0J 1P0,1818,WEST JEDDORE,RD
Residential,B3T 1N1,35,LAKEHIGH,CRES
Residential,B3Z 3S8,6862,PROSPECT,RD
Residential,B3E 1K3,87,KAREN,CRES
Residential,B3A 3B7,10,JAMIESON,ST
Residential,B2W 5B5,23,VALKYRIE,CRES
Residential,B4C 3C4,5,GRENNAN,DR
Residential,B4G 1C4,178,ROSLEY,RD
Residential,B3L 3E5,2185,QUINN,ST
Residential,B3K 3C7,2708,GOTTINGEN,ST
Residential,B0J 2R0,12,OLD POST,RD
Residential,B0J 2L0,1,HALFTIDE ISLAND,WA
Residential,B4E 0H4,115,DARLINGTON,DR
Residential,B2V 0A3,6,OPAL,CRT
Residential,B3M 1R1,46,CANARY,CRES
Residential,B3T 1W4,118,TERENCE BAY,RD
Residential,B2W 2A8,6,JAYDEN,DR
Residential,B4B 1W1,1357,WHITE HILLS,RUN
Residential,B3L 3R5,2698,SWAINE,ST
Residential,B2X 1L7,31,BYRON,CRES
Residential,B3M 3A5,37,SHAMROCK,DR
Residential,B0J 1N0,559,SHORE,RD
Residential,B2Y 1E5,11,MYRTLE,ST
Residential,B3Z 1E1,4298,ST MARGARETS BAY,RD
Residential,B0J 2J0,3876,MOOSELAND,RD
Residential,B3A 3K3,92,WOODLAND,AVE
Residential,B3M 2S7,46,KEARNEY LAKE,RD
Residential,B4E 3C7,23,PATTON,RD
Residential,B4E 1L9,722,FERN,DR
Residential,B0J 3B0,955,MALAY FALLS LOCHABER MINES,RD
Residential,B3E 1N4,79,INVERARY POINT,LANE
Residential,B2T 1A4,65,INGRAM,DR
Residential,B2T 1A2,2,CHURCH,ST
Residential,B2W 3B6,65,SPIKENARD,ST
Residential,B2W 6A1,20,PORTLAND ESTATES,BLVD
Residential,B2W 4K8,379,POPLAR,DR
Residential,B3L 1J8,6213,LAWRENCE,ST
Residential,B2V 2V5,38,BROOKVIEW,DR
Residential,B4A 3R1,46,BASINVIEW,DR
Residential,B3T 2G7,272,SHEPPARDS,RUN
Residential,B2Y 4E2,47,PEDDARS,WAY
Residential,B3T 1J6,100,GREENDALE,CRT
Residential,B4E 1V9,92,LOGGEN,RD
Residential,B4E 1K9,1016,BUSTIN,AVE
Residential,B3Z 2H7,5604,ST MARGARETS BAY,RD
Residential,B2V 1A9,68,NOVA,TERR
Residential,B4B 1R1,3,THIRD,ST
Residential,B3R 1R7,82,INSPECTOR,CRT
Residential,B3Z 1C3,35,JOSHUA SLOCUM,AVE
Residential,B2Z 1E7,89,SHEPHERDS,LANE
Residential,B2T 2A1,200,BRIANCREST,RD
Residential,B2V 2K2,45,COVENTRY,LANE
Residential,B4E 2G9,75,SUNNYVALE,CRES
Residential,B3G 1G7,42,AINSLIE,CRES
Residential,B2V 1X1,37,DURHAM,WAY
Residential,B3T 1J6,28,RICHARD,ST
Residential,B3Z 1J8,31,ROCKCLIFFE,CRES
Residential,B3Z 1M7,61,PENNY,LANE
Residential,B4C 3L9,228,CAVALIER,DR
Residential,B4E 0M6,10,LANDOR,RD
Residential,B3M 3Y2,175,KNIGHTSRIDGE,DR
Residential,B3T 2G6,419,SHEPPARDS,RUN
Residential,B0J 3A0,39,SWORDFISH,DR
Residential,B3V 1J8,67,BULLFROG,LANE
Residential,B3T 1H2,2633,ST MARGARETS BAY,RD
Residential,B2W 4W9,51,MERRIMAC,DR
Residential,B0J 1N0,11,BONIN,RD
Residential,B3T 1J4,65,FRASER,RD
Residential,B4C 3Y3,25,RYANS RIDGE,CRT
Residential,B2T 0E1,381,ROBERT,ST
Residential,B0N 1K0,76,PERRY GRANT,DR
Residential,B3T 1W8,230,TERENCE BAY,RD
Residential,B2R 1A8,54,SPIDER LAKE,RD
Residential,B3V 1K8,1211,KETCH HARBOUR,RD
Residential,B4A 0B4,51,KEYES,CRT
Residential,B2W 6G5,38,SEROCCO,CRES
Residential,B2T 1A5,91,BROOK,ST
Residential,B3G 1E6,53,BLOCKADE,CIR
Residential,B3A 2S1,49,DAHLIA,ST
Residential,B4B 1V8,212,GLENEAGLES,DR
Residential,B2W 3G7,38,WANDA,LANE
Residential,B3R 0A6,24,GRINDSTONE,DR
Residential,B3M 2T1,100,KEARNEY LAKE,RD
Residential,B3J 2J3,1345,BIRMINGHAM,ST
Residential,B4C 1L4,147,PRINCE,ST
Residential,B4G 1B5,16,MEADOW,DR
Residential,B2Z 1G7,16,LOWER PARTRIDGE RIVER,RD
Residential,B3Z 4J4,28,TATTINGSTONE,CRT
Residential,B4B 1V4,1255,WHITE HILLS,RUN
Residential,B3R 1M1,19,LEVIS,ST
Residential,B3J 1A4,5244,SOUTH,ST
Residential,B3G 1C7,20,BIRCHILL,DR
Residential,B0J 1W0,1005,EAST JEDDORE,RD
Residential,B2X 2A8,2,TUMMELL,DR
Residential,B4C 3K3,2,CAVALIER,DR
Residential,B3Z 2S4,2,DEER,RUN
Residential,B2W 4T7,147,HAVELOCK,CRES
Residential,B3Z 1G1,120,BUCKINGHAM,DR
Residential,B4E 0B9,27,IRON,CRT
Residential,B4C 1W4,15,ERONDALE,DR
Residential,B2Z 1L9,34,OSPREY,WAY
Residential,B2W 4X3,53,TARANAKI,DR
Residential,B3A 2V1,82,ROSE,ST
Residential,B3G 1G2,26,NORMANS,LANE
Residential,B3A 3E2,9,ELMWOOD,AVE
Residential,B3V 1S5,6,FORTRESS,DR
Residential,B0J 1W0,1466,EAST JEDDORE,RD
Residential,B3Z 2J4,13509,PEGGYS COVE,RD
Residential,B4G 1C9,1757,BEAVER BANK,RD
Residential,B3M 2R4,50,WREN,ST
Residential,B0N 1X0,15,SECLUDED,PL
Residential,B2W 3Z2,7,SKYVUE,TERR
Residential,B3N 2Z9,5,SAMUEL,TERR
Residential,B4A 4G5,25,REDDEN,CRT
Residential,B2Y 1C7,120,OCHTERLONEY,ST
Residential,B3V 1K7,17,FIRST POND,DR
Residential,B3K 4A9,5552,SENTINAL,SQ
Residential,B4C 3C4,49,GRENNAN,DR
Residential,B3E 1L8,26,PORTERFIELD,DR
Residential,B2W 4T8,38,HAVELOCK,CRES
Residential,B3K 4L8,3627,ROSEMEADE,AVE
Residential,B3K 1S9,5562,BLOOMFIELD,ST
Residential,B0J 2L0,422,EAST PETPESWICK,RD
Residential,B3L 2Z4,2580,CONNAUGHT,AVE
Residential,B3G 1E3,8,KALEIGH,DR
Residential,B3Z 1N9,160,WINSLOW,DR
Residential,B3A 1B9,37,FAIRBANKS,ST
Residential,B2W 2K2,12,EDMOND,DR
Residential,B3A 2H6,39,ERNEST,AVE
Residential,B3T 1X6,1220,TERENCE BAY,RD
Residential,B3L 1K3,6298,DUNCAN,ST
Residential,B2W 5Z9,4,JOSEPHINE,CRT
Residential,B3E 1C2,232,CIRCLE,DR
Residential,B4C 3R8,23,HARTFORD,DR
Residential,B3Z 1M8,118,BRIGHTON,AVE
Residential,B3S 1E6,9,WEMBLEY,PL
Residential,B2T 1A4,137,INGRAM,DR
Residential,B2Z 1A4,298,SIMMONDS,RD
Residential,B3N 2K3,13,FREDERICK,AVE
Residential,B3Z 1X3,78,TONI,AVE
Residential,B3E 1K2,46,WEST PORTERS LAKE,RD
Residential,B3M 3B4,225,DONALDSON,AVE
Residential,B4B 1G6,1,WOODLYN,DR
Residential,B2T 0M2,570,HEDDAS,WAY
Residential,B2V 1J2,75,ANCASTER,CRT
Residential,B2W 3Z6,52,STUART HARRIS,DR
Residential,B3T 1J6,60,GREENDALE,CRT
Residential,B3A 4E5,22,BETHEL,AVE
Residential,B4C 2W6,32,STOKIL,DR
Residential,B3N 1B6,113,WITHROD,DR
Residential,B3E 1N6,64,SANDY,LANE
Residential,B3E 1B7,73,MOUNTAIN VIEW,DR
Residential,B2S 2J1,42,HINES,RD
Residential,B4E 2W8,150,MILLWOOD,DR
Residential,B2W 2K8,16,HUGH ALLEN,DR
Residential,B3T 1B1,1,CRESCENT,ST
Residential,B3A 2P8,16,HILLSIDE,AVE
Residential,B2Y 4J1,15,COTTAGE HILL,DR
Residential,B3E 1L9,15,BREEZY,LANE
Residential,B3H 3Y6,1190,ROCKCLIFFE,ST
Residential,B3L 2Z4,2390,CONNAUGHT,AVE
Residential,B3N 2A2,14,SPRINGVALE,AVE
Residential,B4C 1T6,114,DICKEY,DR
Residential,B2Y 3P5,76,PLEASANT,ST
Residential,B2W 4L3,430,POPLAR,DR
Residential,B4B 1N5,296,POCKWOCK,RD
Residential,B2W 1K1,45,IRVING,ST
Residential,B2X 2R9,25,TWILIGHT,LANE
Residential,B3A 1S8,9,KENWOOD,DR
Residential,B4B 0S8,32,CRANFIELD,CRT
Residential,B4A 0G8,78,TERNAN,GATE
Residential,B3L 1K8,6266,CHEBUCTO,RD
Residential,B4E 3B6,10,BLAIN ERIC,DR
Residential,B2X 2Y9,1,BANKS,CRT
Residential,B0J 2L0,68,CLEMENTS,RD
Residential,B3M 4T5,198,STARBOARD,DR
Residential,B2Z 1E1,217,DOHERTY,DR
Residential,B2Y 2K5,110,JOHNSTONE,AVE
Residential,B3M 1J7,28,WOODWARD,CRES
Residential,B3R 1E6,48,LAVENDER,WALK
Residential,B4A 3E4,32,WINDROCK,DR
Residential,B4A 2H6,6,WARDOUR,ST
Residential,B3T 2K7,115,IRISWEG,DR
Residential,B0N 1Z0,253,SOUTH UNIACKE,RD
Residential,B2Y 1X2,12,TREMONT,ST
Residential,B2X 2S1,8,ROCKLIN,DR
Residential,B2X 1L5,255,CALEDONIA,RD
Residential,B4A 4B3,236,RIDGEVALE,DR
Residential,B3Z 3J5,39,BOUTILIERS COVE,RD
Residential,B2W 3S6,8,AUBURN,DR
Residential,B3H 1G2,5872,GORSEBROOK,AVE
Residential,B4B 1R2,9,FOURTH,ST
Residential,B2X 2G6,789,WAVERLEY,RD
Residential,B3N 1C3,8,MAPLEWOOD,DR
Residential,B2W 1B6,15,FRANKLYN,ST
Residential,B2Z 1R4,26,ATLANTIC VIEW,DR
Residential,B3V 1B7,83,FRASER,RD
Residential,B4C 1P4,43,PINEHILL,DR
Residential,B4C 4A1,66,WALKER,AVE
Residential,B2W 4R5,7,ALMORA,CRT
Residential,B4C 3Y6,18,MCVEIGH,CRT
Residential,B4B 1M8,351,HALFWAY LAKE,DR
Residential,B3Z 1P4,31,KILBRIDE,DR
Residential,B4E 3C9,3029,SACKVILLE,DR
Residential,B4C 1C3,1326,RIVERSIDE,DR
Residential,B3A 2L3,15,BANOOK,AVE
Residential,B3K 4A5,5574,STONEHAM,CRT
Residential,B2W 3W9,27,CODROY,CRES
Residential,B4E 2K6,71,WATERWHEEL,CRES
Residential,B2T 1A4,2,GLENMORREN,CRT
Residential,B2W 4J1,123,ARKLOW,DR
Residential,B4E 1K9,1024,BUSTIN,AVE
Residential,B2V 2V1,432,ASTRAL,DR
Residential,B2Y 3T4,6,MILVERTON,RD
Residential,B2T 1H7,275,HOWE,AVE
Residential,B2W 1S7,54,GUYSBOROUGH,AVE
Residential,B3E 1B7,15,BUMPY,LANE
Residential,B3H 1T3,6124,SOUTH,ST
Residential,B4E 3A2,54,WINDFIELD,CRES
Residential,B0J 1N0,9,BROOKSIDE,LANE
Residential,B4C 3Y9,114,BOXWOOD,CRES
Residential,B3P 1X3,18,SPRY,AVE
Residential,B4C 2L4,15,REALTY,AVE
Residential,B2Z 1R6,44,RUSSELL,DR
Residential,B0J 1T0,180,CONRADS BRANCH,DR
Residential,B2X 3S6,33,WALNUT,HALL
Residential,B2W 2W4,11,ELLENVALE,AVE
Residential,B3G 1H9,1994,CALDWELL,RD
Residential,B4E 1R1,778,OLD SACKVILLE,RD
Residential,B4G 1C6,57,JAMIE,DR
Residential,B0N 1Y0,881,MCMULLIN,RD
Residential,B2R 1C4,72,OVERBROOK,DR
Residential,B0J 3B0,12,SPROTT,LANE
Residential,B2W 6H5,142,HIRANDALE,CRES
Residential,B3N 1X7,32,WALTON,DR
Residential,B3Z 1S6,7374,ST MARGARETS BAY,RD
Residential,B2Y 3T5,17,DUSTAN,ST
Residential,B3H 1N5,6132,REGINA,TERR
Residential,B3M 1J5,17,HILLWOOD,CRES
Residential,B4E 1S4,948,SACKVILLE,DR
Residential,B3M 1H2,15,SIMCOE,PL
Residential,B3E 1A8,75,JOYCE,CRT
Residential,B3V 1K1,634,KETCH HARBOUR,RD
Residential,B2X 3T2,9,STONE GATE,CRT
Residential,B4E 3B8,761,LAKEVIEW,AVE
Residential,B0J 3B0,50,PINE FALLS,DR
Residential,B3L 3X5,3317,FEDERAL,AVE
Residential,B0J 2K0,1466,SOUTH SHORE,RD
Residential,B2V 2R2,70,STRATFORD,DR
Residential,B2W 4B4,32,LILLIAN,DR
Residential,B2W 1G8,47,EVERETTE,ST
Residential,B3A 3H7,14,GRAHAM,ST
Residential,B4A 1G5,18,CROSBY,ST
Residential,B2W 3A8,61,LOUISBURG,LANE
Residential,B0N 1Y0,946,LAKE EGMONT,RD
Residential,B2Z 1R8,3141,LAWRENCETOWN,RD
Residential,B2W 3L4,243,MOUNT EDWARD,RD
Residential,B3L 2X5,2530,KLINE,ST
Residential,B3L 2Z5,2565,CONNAUGHT,AVE
Residential,B3R 1V4,306,HERRING COVE,RD
Residential,B4C 4G5,184,STONE MOUNT,DR
Residential,B3M 1H5,8,BIRKDALE,CRES
Residential,B2W 5C4,61,PONDICHERRY,CRES
Residential,B2Y 2Y7,45,HAWTHORNE,ST
Residential,B4B 1K4,5,DIANA,DR
Residential,B2Y 3N1,43,HAZELHURST,ST
Residential,B4A 3V2,197,DUFFUS,DR
Residential,B3E 1G8,17,NADINE,DR
Residential,B3N 3J2,25,RIDGEPARK,LANE
Residential,B3T 1Z6,50,PINEDALE,DR
Residential,B4E 3A5,27,IMPERIAL,CRT
Residential,B2V 2A5,12,EVELYN WOOD,PL
Residential,B4B 1E8,113,CRESTFIELD,DR
Residential,B3A 3V3,40,OVERDALE,LANE
Residential,B2V 1P3,212,DONEGAL,DR
Residential,B4A 2E3,819,SHORE,DR
Residential,B3L 3E4,2309,ARMCRESCENT WEST,AVE
Residential,B4C 2B8,88,POLARA,DR
Residential,B3V 1K5,36,GUS FLEMMING,DR
Residential,B4E 3B1,192,LAKECREST,DR
Residential,B2Z 1A4,44,WILFRED JOSEPH,DR
Residential,B2T 1C4,1,RIVER,CRT
Residential,B0J 1J0,134,BRIGLEYS,RD
Residential,B3Z 4M2,45,JERICHO,RD
Residential,B2T 1G5,752,FALL RIVER,RD
Residential,B3T 2A1,809,PROSPECT BAY,RD
Residential,B0J 2L0,731,EAST PETPESWICK,RD
Residential,B3K 2Z9,2238,MAITLAND,ST
Residential,B3N 1W8,18,HERBERT,RD
Residential,B4E 3J9,191,HONEYSUCKLE,RD
Residential,B2W 4V2,35,PAXTON,DR
Residential,B2V 1Y8,87,CEDAR,CRES
Residential,B4B 1P9,24,SECOND,ST
Residential,B3Z 4L2,819,WISTERIA,LANE
Residential,B2Z 1B1,37,CHAMBERLAIN,DR
Residential,B2X 3S4,8,GERTRUDE,DR
Residential,B2Z 1P4,31,OCEANIC,DR
Residential,B2X 2W8,50,GOUROK,AVE
Residential,B3Z 1G9,5,SHERWOOD,DR
Residential,B3T 1C4,34,DEVONSHIRE,DR
Residential,B4B 1M1,292,KINGSWOOD,DR
Residential,B0N 1V0,80,WYSE,RD
Residential,B0N 1Y0,380,MOORE,RD
Residential,B0J 2J0,62,CAUSEWAY,RD
Residential,B3S 1K4,16,PARKMOUNT,CL
Residential,B3L 2M2,6991,VAUGHAN,AVE
Residential,B2Z 1H8,470,ROSS,RD
Residential,B4G 1A4,754,BEAVER BANK,RD
Residential,B3T 0B6,353,THICKET,DR
Residential,B2V 2P5,107,CRESTWOOD,PL
Residential,B3T 1Z3,3443,PROSPECT,RD
Residential,B2Y 1R1,23,JAMES,ST
Residential,B3Z 3A5,1,BEECH HILL,RD
Residential,B2X 1K9,83,CALEDONIA,RD
Residential,B2Z 1A6,361,CHERRY BROOK,RD
Residential,B3A 2P1,25,RICHARDS,DR
Residential,B3A 4C6,53,PRIMROSE,ST
Residential,B3H 1P4,6259,OAKLAND,RD
Residential,B3M 1R1,42,CANARY,CRES
Residential,B3A 2T8,53,ROSE,ST
Residential,B4A 3P5,30,HAMMONDS PLAINS,RD
Residential,B2T 1A2,73,SLEEPY COVE,RD
Residential,B2X 1H6,12,GREENOCH,DR
Residential,B3L 3B9,2150,NEWTON,AVE
Residential,B3L 1R7,6258,SUMMIT,ST
Residential,B0J 2L0,27,WILLIAMS,RD
Residential,B2W 3C8,41,OAKWOOD,AVE
Residential,B3L 1R6,6259,SUMMIT,ST
Residential,B3Z 1M5,83,HEMLOCK,DR
Residential,B2W 4S7,20,PERNIX,CRT
Residential,B2W 4J2,16,EASTWOOD,CRT
